Country_Region,Confirmed,Deaths,Mortality Rate
US,526396,20462,3.8871875926108865
Spain,163027,16606,10.186042802725929
Italy,152271,19468,12.785100248898345
France,130727,13851,10.59536285541625
Germany,124908,2736,2.1904121433374963
China,83014,3343,4.02703158503385
United Kingdom,79874,9892,12.384505596314195
Iran,70029,4357,6.221708149480929
Turkey,52167,1101,2.110529645177986
Belgium,28018,3346,11.942322792490542
Switzerland,25107,1036,4.126339267933245
Netherlands,24571,2653,10.797281347930488
Canada,23316,654,2.804940813175502
Brazil,20727,1124,5.422878371206639
Portugal,15987,470,2.939888659535873
Austria,13806,337,2.4409676952049835
Russia,13584,106,0.7803297997644287
Israel,10743,101,0.9401470725123336
"Korea, South",10480,211,2.013358778625954
Sweden,10151,887,8.738055364003547
Ireland,8928,320,3.584229390681003
India,8446,288,3.409898176651669
Ecuador,7257,315,4.34063662670525
Chile,6927,73,1.053847264327992
Peru,6848,181,2.6431074766355143
Norway,6409,119,1.8567639257294428
Poland,6356,208,3.2724984266834483
Australia,6303,57,0.9043312708234174
Denmark,6191,260,4.199644645453078
Japan,6005,99,1.6486261448792672
Romania,5990,291,4.858096828046745
Czechia,5831,129,2.2123134968273024
Pakistan,5011,86,1.7162243065256437
Malaysia,4530,73,1.6114790286975718
Philippines,4428,247,5.578139114724481
Saudi Arabia,4033,52,1.2893627572526656
Mexico,3844,233,6.061394380853278
Indonesia,3842,327,8.511192087454452
United Arab Emirates,3736,20,0.5353319057815845
Serbia,3380,74,2.1893491124260356
Luxembourg,3270,62,1.8960244648318043
Panama,2974,74,2.488231338264963
Finland,2905,49,1.6867469879518073
Dominican Republic,2759,135,4.893077201884741
Qatar,2728,6,0.21994134897360706
Colombia,2709,100,3.69139904023625
Thailand,2518,35,1.3899920571882445
Ukraine,2511,73,2.9072082835523694
Singapore,2299,8,0.34797738147020446
Belarus,2226,23,1.0332434860736748
Greece,2081,93,4.469005285920231
South Africa,2028,25,1.232741617357002
Argentina,1975,83,4.2025316455696204
Egypt,1939,146,7.529654461062403
Algeria,1825,275,15.068493150684931
Iceland,1689,8,0.4736530491415038
Moldova,1560,30,1.9230769230769231
Morocco,1545,111,7.184466019417475
Croatia,1534,21,1.3689700130378095
Iraq,1318,72,5.462822458270106
New Zealand,1312,4,0.3048780487804878
Hungary,1310,85,6.488549618320611
Estonia,1304,24,1.8404907975460123
Slovenia,1188,50,4.208754208754209
Kuwait,1154,1,0.08665511265164644
Azerbaijan,1058,11,1.0396975425330812
Bahrain,1040,6,0.576923076923077
Lithuania,1026,23,2.241715399610136
Armenia,967,13,1.344364012409514
Bosnia and Herzegovina,946,37,3.9112050739957716
Kazakhstan,865,10,1.1560693641618496
Cameroon,820,12,1.4634146341463417
Uzbekistan,767,4,0.5215123859191656
North Macedonia,760,34,4.473684210526316
Slovakia,728,2,0.27472527472527475
Diamond Princess,712,11,1.544943820224719
Tunisia,685,28,4.087591240875913
Bulgaria,661,28,4.236006051437216
Latvia,630,3,0.4761904761904762
Cuba,620,16,2.5806451612903225
Lebanon,619,20,3.231017770597738
Cyprus,616,10,1.6233766233766231
Andorra,601,26,4.326123128119801
Costa Rica,577,3,0.5199306759098787
Afghanistan,555,18,3.2432432432432434
Oman,546,3,0.5494505494505495
Cote d'Ivoire,533,4,0.7504690431519699
Uruguay,494,7,1.417004048582996
Niger,491,11,2.240325865580448
Burkina Faso,484,27,5.578512396694215
Bangladesh,482,30,6.224066390041494
Albania,433,23,5.311778290993072
Ghana,408,8,1.9607843137254901
Honduras,392,24,6.122448979591836
Taiwan*,385,6,1.5584415584415585
Jordan,381,7,1.837270341207349
Malta,370,3,0.8108108108108109
San Marino,356,35,9.831460674157304
Kyrgyzstan,339,5,1.4749262536873156
Mauritius,319,9,2.8213166144200628
Nigeria,318,10,3.1446540880503147
Kosovo,283,7,2.4734982332155475
Senegal,278,2,0.7194244604316548
Bolivia,275,20,7.2727272727272725
West Bank and Gaza,268,2,0.7462686567164178
Montenegro,263,2,0.7604562737642585
Vietnam,258,0,0.0
Guinea,250,0,0.0
Georgia,242,3,1.2396694214876034
Congo (Kinshasa),223,20,8.968609865470851
Sri Lanka,198,7,3.535353535353535
Kenya,191,7,3.664921465968586
Djibouti,187,2,1.06951871657754
Venezuela,175,9,5.142857142857142
Guatemala,137,3,2.18978102189781
Brunei,136,1,0.7352941176470588
Paraguay,133,6,4.511278195488721
Rwanda,120,0,0.0
Cambodia,120,0,0.0
El Salvador,118,6,5.084745762711865
Trinidad and Tobago,112,8,7.142857142857142
Madagascar,102,0,0.0
Monaco,92,1,1.0869565217391304
Mali,87,7,8.045977011494253
Liechtenstein,79,1,1.2658227848101267
Togo,76,3,3.9473684210526314
Ethiopia,69,3,4.3478260869565215
Barbados,68,4,5.88235294117647
Jamaica,65,4,6.153846153846154
Congo (Brazzaville),60,5,8.333333333333332
Uganda,53,0,0.0
Liberia,48,5,10.416666666666668
Bahamas,46,8,17.391304347826086
Gabon,46,1,2.1739130434782608
Guyana,45,6,13.333333333333334
Zambia,40,2,5.0
Burma,38,3,7.894736842105263
Guinea-Bissau,38,0,0.0
Benin,35,1,2.857142857142857
Eritrea,34,0,0.0
Haiti,33,2,6.0606060606060606
Tanzania,32,3,9.375
Syria,25,2,8.0
Libya,24,1,4.166666666666666
Somalia,21,1,4.761904761904762
Antigua and Barbuda,21,2,9.523809523809524
Mozambique,20,0,0.0
Angola,19,2,10.526315789473683
Sudan,19,2,10.526315789473683
Maldives,19,0,0.0
Laos,18,0,0.0
Equatorial Guinea,18,0,0.0
Mongolia,16,0,0.0
Namibia,16,0,0.0
Dominica,16,0,0.0
Fiji,16,0,0.0
Saint Lucia,15,0,0.0
Zimbabwe,14,3,21.428571428571427
Grenada,14,0,0.0
Belize,13,2,15.384615384615385
Botswana,13,1,7.6923076923076925
Malawi,12,2,16.666666666666664
Saint Kitts and Nevis,12,0,0.0
Saint Vincent and the Grenadines,12,0,0.0
Eswatini,12,0,0.0
Chad,11,0,0.0
Seychelles,11,0,0.0
Suriname,10,1,10.0
Gambia,9,1,11.11111111111111
MS Zaandam,9,2,22.22222222222222
Nepal,9,0,0.0
Nicaragua,8,1,12.5
Holy See,8,0,0.0
Central African Republic,8,0,0.0
Cabo Verde,8,1,12.5
Sierra Leone,8,0,0.0
Mauritania,7,1,14.285714285714285
Bhutan,5,0,0.0
Burundi,5,0,0.0
Sao Tome and Principe,4,0,0.0
Western Sahara,4,0,0.0
South Sudan,4,0,0.0
Timor-Leste,2,0,0.0
Papua New Guinea,2,0,0.0
Yemen,1,0,0.0
