Country_Region,Confirmed,Deaths,Mortality Rate
US,396223,12722,3.210818150385011
Spain,141942,14045,9.894886643840442
Italy,135586,17127,12.631835145221485
France,110065,10343,9.397174396947259
Germany,107663,2016,1.87250959010988
China,82718,3335,4.031770594066588
Iran,62589,3872,6.186390579814344
United Kingdom,55949,6171,11.029687751344975
Turkey,34109,725,2.1255387141223725
Switzerland,22253,821,3.689390194580506
Belgium,22194,2035,9.16914481391367
Netherlands,19709,2108,10.695621289766096
Canada,17872,375,2.0982542524619516
Brazil,14034,686,4.888128829984324
Austria,12639,243,1.9226204604794683
Portugal,12442,345,2.7728660986979583
"Korea, South",10331,192,1.8584841738457072
Israel,9248,65,0.7028546712802768
Sweden,7693,591,7.6823085922267
Russia,7497,58,0.7736427904495131
Norway,6086,89,1.462372658560631
Australia,5895,45,0.7633587786259541
Ireland,5709,210,3.6784025223331582
India,5311,150,2.824326868762945
Denmark,5266,203,3.8549183440941888
Chile,5116,43,0.8405003909304144
Czechia,5017,88,1.754036276659358
Poland,4848,129,2.660891089108911
Romania,4417,197,4.460040751641386
Pakistan,4035,57,1.412639405204461
Malaysia,3963,63,1.5897047691143074
Japan,3906,92,2.355350742447517
Philippines,3764,177,4.702444208289054
Ecuador,3747,191,5.097411262343208
Luxembourg,2970,44,1.4814814814814816
Peru,2954,107,3.6222071767095465
Saudi Arabia,2795,41,1.4669051878354205
Indonesia,2738,221,8.071585098612125
Serbia,2447,61,2.492848385778504
Mexico,2439,125,5.125051250512505
United Arab Emirates,2359,12,0.5086901229334464
Finland,2308,34,1.4731369150779896
Thailand,2258,27,1.1957484499557132
Panama,2100,55,2.619047619047619
Qatar,2057,6,0.2916869227029655
Dominican Republic,1956,98,5.010224948875256
Greece,1832,81,4.421397379912664
Colombia,1780,50,2.8089887640449436
South Africa,1749,13,0.7432818753573471
Argentina,1628,56,3.43980343980344
Iceland,1586,6,0.37831021437578816
Singapore,1481,6,0.4051316677920324
Algeria,1468,193,13.147138964577657
Ukraine,1462,45,3.0779753761969904
Egypt,1450,94,6.482758620689655
Croatia,1282,18,1.40405616224649
Morocco,1184,90,7.601351351351352
New Zealand,1160,1,0.08620689655172414
Estonia,1149,21,1.8276762402088773
Iraq,1122,65,5.793226381461675
Slovenia,1059,36,3.39943342776204
Moldova,1056,22,2.083333333333333
Lithuania,880,15,1.7045454545454544
Belarus,861,13,1.5098722415795587
Armenia,853,8,0.9378663540445485
Hungary,817,47,5.752753977968176
Bahrain,811,5,0.6165228113440198
Bosnia and Herzegovina,764,33,4.319371727748691
Kuwait,743,1,0.13458950201884254
Azerbaijan,717,8,1.1157601115760112
Diamond Princess,712,11,1.544943820224719
Kazakhstan,697,6,0.860832137733142
Cameroon,658,9,1.3677811550151975
Tunisia,623,23,3.6918138041733553
North Macedonia,599,26,4.340567612687813
Slovakia,581,2,0.34423407917383825
Bulgaria,577,23,3.9861351819757362
Lebanon,548,19,3.4671532846715327
Latvia,548,2,0.36496350364963503
Andorra,545,22,4.036697247706423
Uzbekistan,520,2,0.38461538461538464
Cyprus,494,9,1.8218623481781375
Costa Rica,483,2,0.4140786749482402
Uruguay,424,7,1.650943396226415
Afghanistan,423,14,3.309692671394799
Cuba,396,11,2.7777777777777777
Burkina Faso,384,19,4.947916666666666
Albania,383,22,5.7441253263707575
Taiwan*,376,5,1.3297872340425532
Oman,371,2,0.5390835579514826
Jordan,353,6,1.69971671388102
Cote d'Ivoire,349,3,0.8595988538681949
Honduras,305,22,7.213114754098362
Malta,293,0,0.0
Ghana,287,5,1.7421602787456445
San Marino,279,34,12.186379928315413
Niger,278,11,3.9568345323741005
Mauritius,268,7,2.6119402985074625
West Bank and Gaza,261,1,0.38314176245210724
Nigeria,254,6,2.3622047244094486
Vietnam,249,0,0.0
Montenegro,241,2,0.8298755186721992
Senegal,237,2,0.8438818565400843
Kyrgyzstan,228,4,1.7543859649122806
Georgia,196,3,1.530612244897959
Bolivia,194,14,7.216494845360824
Sri Lanka,185,6,3.2432432432432434
Congo (Kinshasa),180,18,10.0
Kenya,172,6,3.488372093023256
Kosovo,170,4,2.3529411764705883
Venezuela,165,7,4.242424242424243
Bangladesh,164,17,10.365853658536585
Guinea,144,0,0.0
Brunei,135,1,0.7407407407407408
Paraguay,115,5,4.3478260869565215
Cambodia,115,0,0.0
Trinidad and Tobago,107,8,7.476635514018691
Rwanda,105,0,0.0
Djibouti,90,0,0.0
Madagascar,88,0,0.0
Monaco,79,1,1.2658227848101267
Liechtenstein,78,1,1.282051282051282
