Country/Region,Confirmed,Deaths,Mortality Rate
Mainland China,80573,3042,3.7754582800690057
South Korea,6593,42,0.6370392840891855
Iran,4747,124,2.6121761112281443
Italy,4636,197,4.249352890422778
Others,696,6,0.8620689655172413
Germany,670,0,0.0
France,653,9,1.3782542113323124
Japan,420,6,1.4285714285714286
Spain,400,5,1.25
US,278,14,5.0359712230215825
Switzerland,214,1,0.46728971962616817
UK,163,2,1.2269938650306749
Singapore,130,0,0.0
Netherlands,128,1,0.78125
Belgium,109,0,0.0
Norway,108,0,0.0
Hong Kong,107,2,1.8691588785046727
Sweden,101,0,0.0
Malaysia,83,0,0.0
Australia,60,2,3.3333333333333335
Bahrain,60,0,0.0
Kuwait,58,0,0.0
Austria,55,0,0.0
Canada,49,0,0.0
Thailand,48,1,2.083333333333333
Greece,45,0,0.0
Taiwan,45,1,2.2222222222222223
Iceland,43,0,0.0
Iraq,40,3,7.5
India,31,0,0.0
United Arab Emirates,29,0,0.0
Denmark,23,0,0.0
Lebanon,22,0,0.0
Israel,21,0,0.0
San Marino,21,1,4.761904761904762
Czech Republic,18,0,0.0
Ireland,18,0,0.0
Algeria,17,0,0.0
Oman,16,0,0.0
Palestine,16,0,0.0
Vietnam,16,0,0.0
Finland,15,0,0.0
Egypt,15,0,0.0
Ecuador,13,0,0.0
Russia,13,0,0.0
Brazil,13,0,0.0
Portugal,13,0,0.0
Croatia,11,0,0.0
Estonia,10,0,0.0
Macau,10,0,0.0
Romania,9,0,0.0
Qatar,8,0,0.0
Slovenia,7,0,0.0
Mexico,6,0,0.0
Pakistan,6,0,0.0
Azerbaijan,6,0,0.0
Belarus,6,0,0.0
Poland,5,0,0.0
Philippines,5,1,20.0
Saudi Arabia,5,0,0.0
Senegal,4,0,0.0
Indonesia,4,0,0.0
New Zealand,4,0,0.0
Georgia,4,0,0.0
Chile,4,0,0.0
Saint Barthelemy,3,0,0.0
North Macedonia,3,0,0.0
Hungary,2,0,0.0
Argentina,2,0,0.0
Bosnia and Herzegovina,2,0,0.0
Morocco,2,0,0.0
Dominican Republic,2,0,0.0
Luxembourg,2,0,0.0
Ukraine,1,0,0.0
Vatican City,1,0,0.0
Tunisia,1,0,0.0
Sri Lanka,1,0,0.0
Togo,1,0,0.0
South Africa,1,0,0.0
Slovakia,1,0,0.0
Afghanistan,1,0,0.0
Serbia,1,0,0.0
Peru,1,0,0.0
Andorra,1,0,0.0
Armenia,1,0,0.0
Bhutan,1,0,0.0
Cambodia,1,0,0.0
Cameroon,1,0,0.0
Colombia,1,0,0.0
Costa Rica,1,0,0.0
Faroe Islands,1,0,0.0
Gibraltar,1,0,0.0
Jordan,1,0,0.0
Latvia,1,0,0.0
Lithuania,1,0,0.0
Monaco,1,0,0.0
Nepal,1,0,0.0
Nigeria,1,0,0.0
Liechtenstein,1,0,0.0
