Country_Region,Confirmed,Deaths,Mortality Rate
US,308853,8407,2.7220069094358803
Spain,126168,11947,9.46912053769577
Italy,124632,15362,12.325887412542526
Germany,96092,1444,1.5027265537193522
France,90848,7574,8.337002465656921
China,82543,3330,4.0342609306664405
Iran,55743,3452,6.1927058105950525
United Kingdom,42477,4320,10.170209760576313
Turkey,23934,501,2.0932564552519426
Switzerland,20505,666,3.2479882955376738
Belgium,18431,1283,6.9610981498562206
Netherlands,16727,1656,9.900161415675255
Canada,12978,218,1.6797657574356604
Austria,11781,186,1.578813343519226
Portugal,10524,266,2.5275560623337134
Brazil,10360,445,4.295366795366795
"Korea, South",10156,177,1.7428121307601419
Israel,7851,44,0.5604381607438542
Sweden,6443,373,5.789228620207978
Norway,5550,62,1.1171171171171173
Australia,5550,30,0.5405405405405406
Russia,4731,43,0.9088987529063622
Ireland,4604,137,2.975673327541269
Czechia,4472,59,1.319320214669052
Denmark,4269,161,3.771375029280862
Chile,4161,27,0.6488824801730353
Poland,3627,79,2.178108629721533
Romania,3613,146,4.040963188486023
Malaysia,3483,57,1.636520241171404
Ecuador,3465,172,4.963924963924964
Japan,3139,77,2.453010512902198
Philippines,3094,144,4.654169360051713
India,3082,86,2.790395846852693
Pakistan,2818,41,1.4549325762952448
Luxembourg,2729,31,1.1359472334188347
Saudi Arabia,2179,29,1.3308857273978891
Indonesia,2092,191,9.13001912045889
Thailand,2067,20,0.9675858732462507
Finland,1882,25,1.3283740701381508
Peru,1746,73,4.18098510882016
Mexico,1688,60,3.5545023696682465
Panama,1673,41,2.450687387925882
Greece,1673,68,4.064554692169755
Serbia,1624,44,2.70935960591133
South Africa,1585,9,0.5678233438485805
United Arab Emirates,1505,10,0.6644518272425249
Dominican Republic,1488,68,4.56989247311828
Argentina,1451,43,2.963473466574776
Iceland,1417,4,0.2822865208186309
Colombia,1406,32,2.275960170697013
Qatar,1325,3,0.22641509433962265
Algeria,1251,130,10.391686650679457
Ukraine,1225,32,2.612244897959184
Singapore,1189,6,0.5046257359125316
Croatia,1126,12,1.0657193605683837
Egypt,1070,71,6.635514018691589
Estonia,1039,13,1.2512030798845042
Slovenia,977,22,2.2517911975435005
New Zealand,950,1,0.10526315789473684
Morocco,919,59,6.420021762785637
Iraq,878,56,6.378132118451026
Lithuania,771,11,1.4267185473411155
Armenia,770,7,0.9090909090909091
Moldova,752,12,1.5957446808510638
Diamond Princess,712,11,1.544943820224719
Bahrain,688,4,0.5813953488372093
Hungary,678,32,4.71976401179941
Bosnia and Herzegovina,624,21,3.3653846153846154
Cameroon,555,9,1.6216216216216217
Tunisia,553,18,3.25497287522604
Kazakhstan,531,5,0.9416195856873822
Azerbaijan,521,5,0.9596928982725527
Lebanon,520,17,3.2692307692307696
Latvia,509,1,0.19646365422396855
Bulgaria,503,17,3.3797216699801194
North Macedonia,483,17,3.5196687370600417
Kuwait,479,1,0.20876826722338201
Slovakia,471,1,0.21231422505307856
Andorra,466,17,3.648068669527897
Belarus,440,5,1.1363636363636365
Costa Rica,435,2,0.45977011494252873
Cyprus,426,11,2.5821596244131455
Uruguay,400,5,1.25
Taiwan*,355,5,1.4084507042253522
Albania,333,20,6.006006006006006
Jordan,323,5,1.5479876160990713
Burkina Faso,318,16,5.031446540880504
Afghanistan,299,7,2.341137123745819
Cuba,288,6,2.083333333333333
Oman,277,2,0.7220216606498195
Uzbekistan,266,2,0.7518796992481203
Honduras,264,15,5.681818181818182
San Marino,259,32,12.355212355212355
