Country_Region,Confirmed,Deaths,Mortality Rate
China,81591,3281,4.021276856516037
Italy,69176,6820,9.858910604834046
US,53736,706,1.3138305791275866
Spain,39885,2808,7.04024069198947
Germany,32986,157,0.4759594979688353
Iran,24811,1934,7.79492966829229
France,22622,1102,4.871364158783485
Switzerland,9877,122,1.2351928723296548
"Korea, South",9037,120,1.327874294566781
United Kingdom,8164,423,5.181283684468398
Netherlands,5580,277,4.964157706093189
Austria,5283,28,0.5300018928639031
Belgium,4269,122,2.8578121339892246
Norway,2863,12,0.41914076143905
Canada,2790,26,0.9318996415770611
Portugal,2362,33,1.397121083827265
Sweden,2286,36,1.574803149606299
Brazil,2247,46,2.047174009790832
Australia,2044,8,0.3913894324853229
Israel,1930,3,0.15544041450777202
Turkey,1872,44,2.3504273504273505
Denmark,1718,32,1.8626309662398137
Malaysia,1624,16,0.9852216748768473
Czechia,1394,3,0.2152080344332855
Ireland,1329,7,0.5267118133935289
Japan,1193,43,3.604358759430008
Luxembourg,1099,8,0.7279344858962694
Ecuador,1082,27,2.4953789279112755
Pakistan,972,7,0.720164609053498
Chile,922,2,0.21691973969631237
Poland,901,10,1.1098779134295227
Thailand,827,4,0.48367593712212814
Romania,794,11,1.385390428211587
Finland,792,1,0.12626262626262627
Saudi Arabia,767,1,0.1303780964797914
Greece,743,20,2.6917900403768504
Indonesia,686,55,8.017492711370263
Iceland,648,2,0.30864197530864196
Singapore,558,2,0.35842293906810035
South Africa,554,0,0.0
Philippines,552,35,6.340579710144928
India,536,10,1.8656716417910446
Qatar,526,0,0.0
Russia,495,1,0.20202020202020202
Slovenia,480,4,0.8333333333333334
Peru,416,7,1.6826923076923077
Egypt,402,20,4.975124378109453
Bahrain,392,3,0.7653061224489796
Argentina,387,6,1.550387596899225
Croatia,382,1,0.2617801047120419
Colombia,378,3,0.7936507936507936
Estonia,369,0,0.0
Mexico,367,4,1.08991825613079
Panama,345,6,1.7391304347826086
Lebanon,318,4,1.257861635220126
Iraq,316,27,8.544303797468354
Dominican Republic,312,6,1.9230769230769231
Serbia,303,3,0.9900990099009901
Algeria,264,19,7.196969696969697
Armenia,249,0,0.0
United Arab Emirates,248,2,0.8064516129032258
Bulgaria,218,3,1.3761467889908259
Taiwan*,215,2,0.9302325581395349
Lithuania,209,2,0.9569377990430622
Slovakia,204,0,0.0
Latvia,197,0,0.0
Kuwait,191,0,0.0
San Marino,187,21,11.229946524064172
Hungary,187,9,4.81283422459893
Costa Rica,177,2,1.1299435028248588
Morocco,170,5,2.941176470588235
Bosnia and Herzegovina,166,3,1.8072289156626504
Andorra,164,1,0.6097560975609756
Uruguay,162,0,0.0
New Zealand,155,0,0.0
Jordan,154,0,0.0
North Macedonia,148,2,1.3513513513513513
Vietnam,134,0,0.0
Moldova,125,1,0.8
Cyprus,124,3,2.4193548387096775
Albania,123,5,4.0650406504065035
Burkina Faso,114,4,3.508771929824561
Tunisia,114,4,3.508771929824561
Malta,110,0,0.0
Brunei,104,0,0.0
Sri Lanka,102,0,0.0
Ukraine,97,3,3.0927835051546393
Cambodia,91,0,0.0
Azerbaijan,87,1,1.1494252873563218
Senegal,86,0,0.0
Oman,84,0,0.0
Venezuela,84,0,0.0
Belarus,81,0,0.0
Afghanistan,74,1,1.3513513513513513
Cote d'Ivoire,73,0,0.0
Kazakhstan,72,0,0.0
Georgia,70,0,0.0
Cameroon,66,0,0.0
Trinidad and Tobago,57,0,0.0
Ghana,53,2,3.7735849056603774
Liechtenstein,51,0,0.0
Uzbekistan,50,0,0.0
Cuba,48,1,2.083333333333333
Montenegro,47,1,2.127659574468085
Congo (Kinshasa),45,2,4.444444444444445
Nigeria,44,1,2.272727272727273
Kyrgyzstan,42,0,0.0
Mauritius,42,2,4.761904761904762
Rwanda,40,0,0.0
Bangladesh,39,4,10.256410256410255
Honduras,30,0,0.0
Bolivia,29,0,0.0
Paraguay,27,2,7.4074074074074066
Kenya,25,0,0.0
Monaco,23,0,0.0
Guatemala,21,1,4.761904761904762
Jamaica,21,1,4.761904761904762
Togo,20,0,0.0
Barbados,18,0,0.0
Madagascar,17,0,0.0
Maldives,13,0,0.0
Ethiopia,12,0,0.0
Tanzania,12,0,0.0
Mongolia,10,0,0.0
Equatorial Guinea,9,0,0.0
Uganda,9,0,0.0
Haiti,7,0,0.0
Namibia,7,0,0.0
Suriname,7,0,0.0
Seychelles,7,0,0.0
Benin,6,0,0.0
Gabon,6,1,16.666666666666664
Bahamas,5,0,0.0
El Salvador,5,0,0.0
Guyana,5,1,20.0
Holy See,4,0,0.0
Eswatini,4,0,0.0
Guinea,4,0,0.0
Congo (Brazzaville),4,0,0.0
Fiji,4,0,0.0
Djibouti,3,0,0.0
Niger,3,0,0.0
Chad,3,0,0.0
Central African Republic,3,0,0.0
Antigua and Barbuda,3,0,0.0
Angola,3,0,0.0
Zambia,3,0,0.0
Cabo Verde,3,1,33.33333333333333
Zimbabwe,3,1,33.33333333333333
Sudan,3,1,33.33333333333333
Mozambique,3,0,0.0
Gambia,3,1,33.33333333333333
Saint Lucia,3,0,0.0
Liberia,3,0,0.0
Laos,2,0,0.0
Nepal,2,0,0.0
Nicaragua,2,0,0.0
Mauritania,2,0,0.0
Dominica,2,0,0.0
Bhutan,2,0,0.0
Libya,1,0,0.0
Papua New Guinea,1,0,0.0
Syria,1,0,0.0
Belize,1,0,0.0
Saint Vincent and the Grenadines,1,0,0.0
Grenada,1,0,0.0
Timor-Leste,1,0,0.0
Eritrea,1,0,0.0
Somalia,1,0,0.0
