Country_Region,Confirmed,Deaths,Mortality Rate
China,81661,3285,4.022728107664614
Italy,74386,7503,10.086575430860647
US,65778,942,1.4320897564535255
Spain,49515,3647,7.365444814702615
Germany,37323,206,0.5519384829729657
Iran,27017,2077,7.6877521560498945
France,25600,1333,5.20703125
Switzerland,10897,153,1.40405616224649
United Kingdom,9640,466,4.834024896265561
"Korea, South",9137,126,1.3790084272737222
Netherlands,6438,357,5.54520037278658
Austria,5588,30,0.5368647100930566
Belgium,4937,178,3.6054283978124366
Canada,3251,30,0.9227929867733005
Norway,3084,14,0.4539559014267186
Portugal,2995,43,1.4357262103505843
Brazil,2554,59,2.3101018010963195
Sweden,2526,62,2.454473475851148
Turkey,2433,59,2.424989724619811
Israel,2369,5,0.21105951878429718
Australia,2364,8,0.338409475465313
Denmark,1862,34,1.8259935553168638
Malaysia,1796,20,1.1135857461024499
Czechia,1654,6,0.36275695284159615
Ireland,1564,9,0.5754475703324808
Luxembourg,1333,8,0.6001500375093773
Japan,1307,45,3.442999234889059
Ecuador,1173,28,2.3870417732310316
Chile,1142,3,0.2626970227670753
Pakistan,1063,8,0.7525870178739417
Poland,1051,14,1.3320647002854424
Thailand,934,4,0.4282655246252677
Romania,906,17,1.8763796909492272
Saudi Arabia,900,2,0.2222222222222222
Finland,880,3,0.3409090909090909
Greece,821,22,2.679658952496955
Indonesia,790,58,7.341772151898734
Iceland,737,2,0.27137042062415195
Diamond Princess,712,10,1.4044943820224718
South Africa,709,0,0.0
Russia,658,3,0.4559270516717325
India,657,12,1.82648401826484
Philippines,636,38,5.9748427672955975
Singapore,631,2,0.31695721077654515
Qatar,537,0,0.0
Slovenia,528,5,0.946969696969697
Peru,480,9,1.875
Colombia,470,4,0.851063829787234
Egypt,456,21,4.605263157894736
Panama,443,8,1.805869074492099
Croatia,442,1,0.22624434389140274
Bahrain,419,4,0.9546539379474941
Mexico,405,5,1.2345679012345678
Estonia,404,1,0.24752475247524752
Dominican Republic,392,10,2.5510204081632653
Argentina,387,8,2.0671834625323
Serbia,384,4,1.0416666666666665
Iraq,346,29,8.38150289017341
United Arab Emirates,333,2,0.6006006006006006
Lebanon,333,6,1.8018018018018018
Algeria,302,21,6.95364238410596
Lithuania,274,4,1.4598540145985401
Armenia,265,0,0.0
Bulgaria,242,3,1.2396694214876034
Taiwan*,235,2,0.851063829787234
Hungary,226,10,4.424778761061947
Morocco,225,6,2.666666666666667
Latvia,221,0,0.0
Slovakia,216,0,0.0
San Marino,208,21,10.096153846153847
New Zealand,205,0,0.0
Costa Rica,201,2,0.9950248756218906
Kuwait,195,0,0.0
Uruguay,189,0,0.0
Andorra,188,1,0.5319148936170213
North Macedonia,177,3,1.694915254237288
Bosnia and Herzegovina,176,3,1.7045454545454544
Tunisia,173,5,2.8901734104046244
Jordan,172,0,0.0
Moldova,149,1,0.6711409395973155
Albania,146,5,3.4246575342465753
Burkina Faso,146,4,2.73972602739726
Ukraine,145,5,3.4482758620689653
Vietnam,141,0,0.0
Cyprus,132,3,2.272727272727273
Malta,129,0,0.0
Brunei,109,0,0.0
Sri Lanka,102,0,0.0
Senegal,99,0,0.0
Oman,99,0,0.0
Cambodia,96,0,0.0
Azerbaijan,93,2,2.1505376344086025
Ghana,93,4,4.301075268817205
Venezuela,91,0,0.0
Belarus,86,0,0.0
Afghanistan,84,2,2.380952380952381
Kazakhstan,81,0,0.0
Cote d'Ivoire,80,0,0.0
Georgia,75,0,0.0
Cameroon,75,1,1.3333333333333335
Trinidad and Tobago,60,1,1.6666666666666667
Uzbekistan,60,0,0.0
Cuba,57,1,1.7543859649122806
Montenegro,52,1,1.9230769230769231
Nigeria,51,1,1.9607843137254901
Liechtenstein,51,0,0.0
Mauritius,48,2,4.166666666666666
Congo (Kinshasa),48,2,4.166666666666666
Kyrgyzstan,44,0,0.0
Rwanda,41,0,0.0
Bangladesh,39,5,12.82051282051282
Paraguay,37,3,8.108108108108109
Honduras,36,0,0.0
Bolivia,32,0,0.0
Monaco,31,0,0.0
Kenya,28,0,0.0
Jamaica,26,1,3.8461538461538463
Guatemala,24,1,4.166666666666666
Togo,23,0,0.0
Madagascar,19,0,0.0
